Date,Time ofgreatest eclipse(Terrestrial Time),Saros,Type,Gamma,Magnitude,Centralduration(min:s),Location,Path width,Path width,Geographical area,Chart,Ref(s)
Date,Time ofgreatest eclipse(Terrestrial Time),Saros,Type,Gamma,Magnitude,Centralduration(min:s),Location,km,mi,Geographical area,Chart,Ref(s)
"January 5, 2038",13:47:11,132,Annular,0.4169,0.9728,3:18,2°06′N 25°24′W﻿ / ﻿2.1°N 25.4°W﻿ / 2.1; -25.4,107,66,"Annular: Cuba, Haiti, Dominican Republic, Saint Lucia, Saint Vincent and the Grenadines, Barbados, Liberia, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Niger, Chad, Libya, Sudan, EgyptPartial: Eastern North America, Central America, Caribbean, Northern South America, Europe, Africa",,[a][8]
"July 2, 2038",13:32:55,137,Annular,0.0398,0.9911,1:00,25°24′N 21°54′W﻿ / ﻿25.4°N 21.9°W﻿ / 25.4; -21.9,31,19,"Annular: Colombia, Venezuela, Grenada, Barbados, Western Sahara, Mauritania, Mali, Algeria, Niger, Chad, Sudan, South Sudan, Ethiopia, Kenya, SomaliaPartial: Eastern North America, Central America, Caribbean, Northern South America, Africa, Western Europe, Middle East",,[a][8]
"December 26, 2038",01:00:10,142,Total,−0.2881,1.0268,2:18,40°18′S 164°00′E﻿ / ﻿40.3°S 164.0°E﻿ / -40.3; 164.0,95,59,"Total: Australia, New ZealandPartial: Southeast Asia, Australia, Antarctica, Oceania",,[a][8]
"June 21, 2039",17:12:54,147,Annular,0.8312,0.9454,4:05,78°54′N 102°06′W﻿ / ﻿78.9°N 102.1°W﻿ / 78.9; -102.1,365,227,"Annular: Alaska, Northern Canada, Greenland, Norway, Sweden, Finland, Estonia, Latvia, Lithuania, Western Russia, BelarusPartial: Hawaii, North America, Europe, Northwest Africa, Northern Russia",,[a][8]
"December 15, 2039",16:23:46,152,Total,−0.9458,1.0356,1:51,80°54′S 172°48′E﻿ / ﻿80.9°S 172.8°E﻿ / -80.9; 172.8,380,240,"Total: AntarcticaPartial: Extreme Southern South America, Southern South Africa, Antarctica",,[a][8]
"May 11, 2040",03:43:02,119,Partial,−1.2529,0.5306,—,62°48′S 174°24′E﻿ / ﻿62.8°S 174.4°E﻿ / -62.8; 174.4,—,—,"Partial: Australia, New Zealand, Oceania, Antarctica",,[a][8]
"November 4, 2040",19:09:02,124,Partial,1.0993,0.8074,—,62°12′N 53°24′W﻿ / ﻿62.2°N 53.4°W﻿ / 62.2; -53.4,—,—,"Partial: North America, Central America, Caribbean, Northern South America",,[a][8]
"April 30, 2041",11:52:21,129,Total,−0.4492,1.0189,1:51,9°36′S 12°12′E﻿ / ﻿9.6°S 12.2°E﻿ / -9.6; 12.2,72,45,"Total: Angola, Democratic Republic of the Congo, Uganda, Kenya, SomaliaPartial: Eastern South America, Africa, Antarctica, Middle East, South Asia",,[a][9]
"October 25, 2041",01:36:22,134,Annular,0.4133,0.9467,6:07,9°54′N 162°54′E﻿ / ﻿9.9°N 162.9°E﻿ / 9.9; 162.9,213,132,"Annular: Mongolia, Northeastern China, North Korea, Japan, Marshall Islands, KiribatiPartial: East Asia, Southeast Asia, Northeastern Australia, Oceania, Hawaii",,[a][9]
"April 20, 2042",02:17:30,139,Total,0.2956,1.0614,4:51,27°00′N 137°18′E﻿ / ﻿27.0°N 137.3°E﻿ / 27.0; 137.3,210,130,"Total: Western Indonesia, Eastern Malaysia, Brunei, PhilippinesPartial: South Asia, Southeast Asia, Northern Australia, East Asia, Northeast Asia, Hawaii, Northwestern North America",,[a][9]
"October 14, 2042",02:00:42,144,Annular,−0.303,0.93,7:44,23°42′S 137°48′E﻿ / ﻿23.7°S 137.8°E﻿ / -23.7; 137.8,273,170,"Annular: Andaman and Nicobar Islands, Thailand, Malaysia, Indonesia, East Timor, Australia, New ZealandPartial: Southeast Asia, Australia, Oceania, Antarctica",,[a][9]
"April 9, 2043",18:57:49,149,Total (non-central),1.0031,1.0095,—,61°18′N 152°00′E﻿ / ﻿61.3°N 152.0°E﻿ / 61.3; 152.0,—,—,"Total: Russian Far EastPartial: Eastern Russia, Alaska, Hawaii, Canada, Northwestern United States, Greenland, Iceland",,[a][9]
"October 3, 2043",03:01:49,154,Annular (non-central),1.0102,0.9497,—,61°00′S 35°18′E﻿ / ﻿61.0°S 35.3°E﻿ / -61.0; 35.3,—,—,"Annular: NonePartial: Madagascar, Antarctica, Southwestern Australia",,[a][9]
"February 28, 2044",20:24:40,121,Annular,−0.9954,0.96,2:27,62°12′S 25°36′W﻿ / ﻿62.2°S 25.6°W﻿ / -62.2; -25.6,—,—,"Annular: NonePartial: Antarctica, South America",,[a][9]
"August 23, 2044",01:17:02,126,Total,0.9613,1.0364,2:04,64°18′N 120°24′W﻿ / ﻿64.3°N 120.4°W﻿ / 64.3; -120.4,453,281,"Total: Greenland, Nunavut, Northwest Territories, British Columbia, Alberta, Saskatchewan, Montana, North Dakota, South DakotaPartial: Northern Russia, Alaska, Western Canada, Western United States, Hawaii",,[a][9]
"February 16, 2045",23:56:07,131,Annular,−0.3125,0.9285,7:47,28°18′S 166°12′W﻿ / ﻿28.3°S 166.2°W﻿ / -28.3; -166.2,281,175,"Annular: New Zealand, Cook Islands, French Polynesia, KiribatiPartial: Australia, Antarctica, Oceania, Hawaii, Southwestern North America",,[a][9]
"August 12, 2045",17:42:39,136,Total,0.2116,1.0774,6:06,25°54′N 78°30′W﻿ / ﻿25.9°N 78.5°W﻿ / 25.9; -78.5,256,159,"Total: California, Nevada, Utah, Colorado, Kansas, Oklahoma, Texas, Arkansas, Louisiana, Mississippi, Alabama, Georgia, Florida, Bahamas, Turks and Caicos Islands, Dominican Republic, Haiti, Venezuela, Trinidad and Tobago, Guyana, Suriname, French Guiana, BrazilPartial: Russian Far East, Hawaii, North America, Central America, Caribbean, Northern and Central South America, West Africa",,[a][9]
"February 5, 2046",23:06:26,141,Annular,0.3765,0.9232,9:42,4°48′N 171°24′W﻿ / ﻿4.8°N 171.4°W﻿ / 4.8; -171.4,310,190,"Annular: Eastern Indonesia, Papua New Guinea, Solomon Islands, Kiribati, Hawaii, California, Oregon, Nevada, IdahoPartial: Indonesia, Philippines, Japan, Australia, Oceania, Western North America",,[a][9]
"August 2, 2046",10:21:13,146,Total,−0.535,1.0531,4:51,12°42′S 15°12′E﻿ / ﻿12.7°S 15.2°E﻿ / -12.7; 15.2,206,128,"Total: Eastern Brazil, Angola, Namibian Panhandle, Botswana, South Africa, Eswatini, Southern Mozambique, Kerguelen IslandsPartial: Eastern South America, Africa, East Antarctica",,[a][9]
"January 26, 2047",01:33:18,151,Partial,1.045,0.8907,—,62°54′N 111°42′E﻿ / ﻿62.9°N 111.7°E﻿ / 62.9; 111.7,—,—,"Partial: East Asia, Southeast Asia, Southwestern Alaska",,[a][9]
"June 23, 2047",10:52:31,118,Partial,1.3766,0.3129,—,65°48′N 178°00′W﻿ / ﻿65.8°N 178.0°W﻿ / 65.8; -178.0,—,—,"Partial: Northern Canada, Northern Alaska, Northern Greenland, Northeast Asia",,[a][9]
"July 22, 2047",22:36:17,156,Partial,−1.3477,0.3604,—,63°24′S 160°12′E﻿ / ﻿63.4°S 160.2°E﻿ / -63.4; 160.2,—,—,"Partial: Southeastern Australia, New Zealand",,[a][9]
"December 16, 2047",23:50:12,123,Partial,−1.0661,0.8816,—,66°24′S 6°36′W﻿ / ﻿66.4°S 6.6°W﻿ / -66.4; -6.6,—,—,"Partial: Antarctica, Southern Chile and Argentina",,[a][9]
"June 11, 2048",12:58:53,128,Annular,0.6468,0.9441,4:58,63°42′N 11°30′W﻿ / ﻿63.7°N 11.5°W﻿ / 63.7; -11.5,272,169,"Annular: Colorado, Kansas, Nebraska, Missouri, Iowa, Minnesota, Illinois, Wisconsin, Michigan, Eastern Canada, Greenland, Iceland, Faroe Islands, Norway, Sweden, Estonia, Latvia, Lithuania, Belarus, Western Russia, Ukraine, Kazakhstan, Uzbekistan, Turkmenistan, Tajikistan, Afghanistan, PakistanPartial: North America, Central America, Caribbean, Europe, North Africa, Middle East, Central Asia",,[a][9]
"December 5, 2048",15:35:27,133,Total,−0.3973,1.044,3:28,46°06′S 56°24′W﻿ / ﻿46.1°S 56.4°W﻿ / -46.1; -56.4,160,99,"Total: Chile, Argentina, Namibia, BotswanaPartial: Southern and Central South America, Antarctica, Southern Africa",,[a][9]
"May 31, 2049",13:59:59,138,Annular,−0.1187,0.9631,4:45,15°18′N 29°54′W﻿ / ﻿15.3°N 29.9°W﻿ / 15.3; -29.9,134,83,"Annular: Peru, Ecuador, Colombia, Brazil, Venezuela, Guyana, Suriname, Cape Verde, Senegal, Gambia, Mali, Guinea, Burkina Faso, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Cameroon, Congo, Democratic Republic of the Congo, Burundi, TanzaniaPartial: Central America, Caribbean, Northern and Central South America, Southeastern United States, Africa, Southern Europe, Middle East",,[a][9]
"November 25, 2049",05:33:48,143,Hybrid,0.2943,1.0057,0:38,3°48′S 95°12′E﻿ / ﻿3.8°S 95.2°E﻿ / -3.8; 95.2,21,13,"Total: IndonesiaAnnular: Saudi Arabia, Yemen, MicronesiaPartial: East Africa, Middle East, Central Asia, South Asia, Southeast Asia, Australia",,[a][9]
"May 20, 2050",20:42:50,148,Hybrid,−0.8688,1.0038,0:21,40°06′S 123°42′W﻿ / ﻿40.1°S 123.7°W﻿ / -40.1; -123.7,27,17,"Hybrid: NonePartial: New Zealand, Eastern Oceania, Western South America",,[a][9]
"November 14, 2050",13:30:53,153,Partial,1.0447,0.8874,—,69°30′N 1°00′E﻿ / ﻿69.5°N 1.0°E﻿ / 69.5; 1.0,—,—,"Partial: Northeastern United States, Eastern Canada, Greenland, Europe, West Africa, North Africa",,[a][9]
"April 11, 2051",02:10:39,120,Partial,1.0169,0.9849,—,71°36′N 32°12′E﻿ / ﻿71.6°N 32.2°E﻿ / 71.6; 32.2,—,—,"Partial: Asia, Alaska, Western Canada",,[a][10]
"October 4, 2051",21:02:14,125,Partial,−1.2094,0.6024,—,72°00′S 117°42′E﻿ / ﻿72.0°S 117.7°E﻿ / -72.0; 117.7,—,—,"Partial: Southeastern Australia, New Zealand, Antarctica",,[a][10]
"March 30, 2052",18:31:53,130,Total,0.3238,1.0466,4:08,22°24′N 102°30′W﻿ / ﻿22.4°N 102.5°W﻿ / 22.4; -102.5,164,102,"Total: Central Mexico, Southern Texas, Louisiana, Alabama, Florida, Georgia, South CarolinaPartial: Hawaii, North America, Central America, Caribbean, Northern South America",,[a][10]
"September 22, 2052",23:39:10,135,Annular,−0.448,0.9734,2:51,25°42′S 175°00′E﻿ / ﻿25.7°S 175.0°E﻿ / -25.7; 175.0,106,66,"Annular: Southern Indonesia, East Timor, Northern Queensland, New CaledoniaPartial: Australia, Indonesia, Philippines, Oceania, Antarctica",,[a][10]
"March 20, 2053",07:08:19,140,Annular,−0.4089,0.9919,0:50,23°00′S 83°00′E﻿ / ﻿23.0°S 83.0°E﻿ / -23.0; 83.0,31,19,"Annular: Southern IndonesiaPartial: Southern Africa, Southeast Asia, Australia, Antarctica",,[a][10]
"September 12, 2053",09:34:09,145,Total,0.314,1.0328,3:04,21°30′N 41°42′E﻿ / ﻿21.5°N 41.7°E﻿ / 21.5; 41.7,116,72,"Total: Spain, Morocco, Algeria, Tunisia, Libya, Egypt, Saudi Arabia, Yemen, Maldives, Western IndonesiaPartial: North and Central Africa, Europe, Middle East, Central Asia, South Asia, Southeast Asia",,[a][10]
"March 9, 2054",12:33:40,150,Partial,−1.1711,0.6678,—,72°00′S 97°54′E﻿ / ﻿72.0°S 97.9°E﻿ / -72.0; 97.9,—,—,"Partial: Antarctica, South Africa, Southern Madagascar",,[a][10]
"August 3, 2054",18:04:02,117,Partial,−1.4941,0.0655,—,69°48′S 121°18′W﻿ / ﻿69.8°S 121.3°W﻿ / -69.8; -121.3,—,—,Partial: Antarctica,,[a][10]
"September 2, 2054",01:09:34,155,Partial,1.0215,0.9793,—,71°42′N 82°18′W﻿ / ﻿71.7°N 82.3°W﻿ / 71.7; -82.3,—,—,"Partial: Northeast Asia, Alaska, Western Canada, Western United States",,[a][10]
"January 27, 2055",17:54:05,122,Partial,1.155,0.6932,—,69°30′N 112°12′W﻿ / ﻿69.5°N 112.2°W﻿ / 69.5; -112.2,—,—,Partial: North America,,[a][10]
"July 24, 2055",09:57:50,127,Total,−0.8012,1.0359,3:17,33°18′S 25°48′E﻿ / ﻿33.3°S 25.8°E﻿ / -33.3; 25.8,202,126,Total: South AfricaPartial: Southern and Central Africa,,[a][10]
"January 16, 2056",22:16:45,132,Annular,0.4199,0.9759,2:52,3°54′N 153°30′W﻿ / ﻿3.9°N 153.5°W﻿ / 3.9; -153.5,95,59,"Annular: Marshall Islands, Northern Mexico, TexasPartial: Oceania, Hawaii, Western and Central North America, Central America",,[a][10]
"July 12, 2056",20:21:59,137,Annular,−0.0426,0.9878,1:26,19°24′N 123°42′W﻿ / ﻿19.4°N 123.7°W﻿ / 19.4; -123.7,43,27,"Annular: Kiribati, Ecuador, Colombia, Northern Peru, Western BrazilPartial: Oceania, Hawaii, United States, Mexico, Central America, Caribbean, Western South America",,[a][10]
"January 5, 2057",09:47:52,142,Total,−0.2837,1.0287,2:29,39°12′S 35°12′E﻿ / ﻿39.2°S 35.2°E﻿ / -39.2; 35.2,102,63,"Total: NonePartial: Eastern South America, Southern Africa, Antarctica, Southeast Asia, Western Australia",,[a][10]
"July 1, 2057",23:40:15,147,Annular,0.7455,0.9464,4:23,71°30′N 176°12′W﻿ / ﻿71.5°N 176.2°W﻿ / 71.5; -176.2,298,185,"Annular: Northwest China, Mongolia, Eastern Russia, Alaska, Western and Central Canada, Minnesota, Michigan, Western New YorkPartial: East Asia, Northeast Asia, Northern Europe, North America",,[a][10]
"December 26, 2057",01:14:35,152,Total,−0.9405,1.0348,1:50,84°54′S 21°48′E﻿ / ﻿84.9°S 21.8°E﻿ / -84.9; 21.8,355,221,Total: AntarcticaPartial: Antarctica,,[a][10]
"May 22, 2058",10:39:25,119,Partial,−1.3194,0.4141,—,63°30′S 61°06′E﻿ / ﻿63.5°S 61.1°E﻿ / -63.5; 61.1,—,—,"Partial: Antarctica, Southern South Africa, Southern Madagascar",,[a][10]
"June 21, 2058",00:19:35,157,Partial,1.4869,0.126,—,65°54′N 9°54′E﻿ / ﻿65.9°N 9.9°E﻿ / 65.9; 9.9,—,—,"Partial: Western Russia, Scandinavia, Greenland",,[a][10]
"November 16, 2058",03:23:07,124,Partial,1.1224,0.7644,—,62°54′N 174°12′E﻿ / ﻿62.9°N 174.2°E﻿ / 62.9; 174.2,—,—,Partial: Northeast Asia,,[a][10]
"May 11, 2059",19:22:16,129,Total,−0.508,1.0242,2:23,10°42′S 100°24′W﻿ / ﻿10.7°S 100.4°W﻿ / -10.7; -100.4,95,59,"Total: Ecuador, Peru, Southern Colombia, BrazilPartial: Eastern Oceania, South America, Central America, Caribbean",,[a][10]
"November 5, 2059",09:18:15,134,Annular,0.4454,0.9417,7:00,8°42′N 47°06′E﻿ / ﻿8.7°N 47.1°E﻿ / 8.7; 47.1,238,148,"Annular: France, Spain, Andorra, Italy, Libya, Egypt, Sudan, Eritrea, Yemen, Ethiopia, Somalia, Maldives, Western IndonesiaPartial: Europe, Africa, Asia",,[a][10]
"April 30, 2060",10:10:00,139,Total,0.2422,1.066,5:15,28°00′N 20°54′E﻿ / ﻿28.0°N 20.9°E﻿ / 28.0; 20.9,222,138,"Total: Côte d'Ivoire, Ghana, Togo, Benin, Burkina Faso, Nigeria, Niger, Chad, Libya, Egypt, Cyprus, Turkey, Syria, Armenia, Azerbaijan, Iran, Turkmenistan, Uzbekistan, Kazakhstan, Kyrgyzstan, ChinaPartial: Eastern Brazil, Africa, Europe, Asia",,[a][10]
"October 24, 2060",09:24:10,144,Annular,−0.2625,0.9277,8:06,25°48′S 28°06′E﻿ / ﻿25.8°S 28.1°E﻿ / -25.8; 28.1,281,175,"Annular: Guinea, Sierra Leone, Liberia, Côte d'Ivoire, Annobón Natural Reserve, Angola, Namibia, Botswana, South AfricaPartial: Eastern Brazil, Africa, Antarctica",,[a][10]
"April 20, 2061",02:56:49,149,Total,0.9578,1.0475,2:37,64°30′N 59°12′E﻿ / ﻿64.5°N 59.2°E﻿ / 64.5; 59.2,559,347,"Total: Eastern Ukraine, Russia, Western Kazakhstan, SvalbardPartial: Eastern Europe, Asia, Alaska, Northwestern Canada",,[a][11]
"October 13, 2061",10:32:10,154,Annular,−0.9639,0.9469,3:41,62°06′S 54°24′W﻿ / ﻿62.1°S 54.4°W﻿ / -62.1; -54.4,743,462,"Annular: Southern Chile and Argentina, Falkland Islands, AntarcticaPartial: South America, Antarctica",,[a][11]
"March 11, 2062",04:26:16,121,Partial,−1.0238,0.9331,—,61°00′S 147°06′W﻿ / ﻿61.0°S 147.1°W﻿ / -61.0; -147.1,—,—,"Partial: Antarctica, Eastern Australia, New Zealand, Oceania",,[a][11]
"September 3, 2062",08:54:27,126,Partial,1.0191,0.9749,—,61°18′N 150°18′E﻿ / ﻿61.3°N 150.3°E﻿ / 61.3; 150.3,—,—,"Partial: Greenland, Northern Europe, Asia",,[a][11]
"February 28, 2063",07:43:30,131,Annular,−0.336,0.9293,7:41,25°12′S 77°42′E﻿ / ﻿25.2°S 77.7°E﻿ / -25.2; 77.7,280,170,"Annular: Prince Edward Islands, Western Indonesia, Malaysia, Brunei, Southern PhilippinesPartial: Southern Africa, Antarctica, Australia, Southeast Asia",,[a][11]
"August 24, 2063",01:22:11,136,Total,0.2771,1.075,5:49,25°36′N 168°24′E﻿ / ﻿25.6°N 168.4°E﻿ / 25.6; 168.4,252,157,"Total: Northern China, Mongolia, North Korea, Southern Primorsky Krai of Russia, Northern Japan, French PolynesiaPartial: East Asia, North Asia, Hawaii, Oceania",,[a][11]
"February 17, 2064",07:00:23,141,Annular,0.3597,0.9262,8:56,7°00′N 69°42′E﻿ / ﻿7.0°N 69.7°E﻿ / 7.0; 69.7,295,183,"Annular: Southeastern Congo, Northern Angola, Democratic Republic of the Congo, Northern Zambia, Tanzania, Seychelles, India, Nepal, Northwestern Bangladesh, Bhutan, ChinaPartial: Africa, Asia",,[a][11]
"August 12, 2064",17:46:06,146,Total,−0.4652,1.0495,4:28,10°54′S 96°00′W﻿ / ﻿10.9°S 96.0°W﻿ / -10.9; -96.0,184,114,"Total: Chile and ArgentinaPartial: Eastern Oceania, Mexico, Central America, South America, Antarctica",,[a][11]
"February 5, 2065",09:52:26,151,Partial,1.0336,0.9123,—,62°12′N 21°54′W﻿ / ﻿62.2°N 21.9°W﻿ / 62.2; -21.9,—,—,"Partial: North Africa, West Africa, Europe, Central Asia",,[a][11]
"July 3, 2065",17:33:52,118,Partial,1.4619,0.1638,—,64°48′N 71°54′E﻿ / ﻿64.8°N 71.9°E﻿ / 64.8; 71.9,—,—,"Partial: Northern Europe, Northern Russia",,[a][11]
"August 2, 2065",05:34:17,156,Partial,−1.2759,0.4903,—,62°42′S 46°30′E﻿ / ﻿62.7°S 46.5°E﻿ / -62.7; 46.5,—,—,"Partial: Eastern South Africa, Southern Madagascar, Antarctica",,[a][11]
"December 27, 2065",08:39:56,123,Partial,−1.0688,0.8769,—,65°24′S 149°12′W﻿ / ﻿65.4°S 149.2°W﻿ / -65.4; -149.2,—,—,"Partial: Antarctica, Southern Australia",,[a][11]
"June 22, 2066",19:25:48,128,Annular,0.733,0.9435,4:40,70°06′N 96°24′W﻿ / ﻿70.1°N 96.4°W﻿ / 70.1; -96.4,309,192,"Annular: Russian Far East, Alaska, Northern Canada, AzoresPartial: Northern Russia, Canada, Greenland, United States, Caribbean, Northern Europe, Western Europe",,[a][11]
"December 17, 2066",00:23:40,133,Total,−0.4043,1.0416,3:14,47°24′S 175°48′E﻿ / ﻿47.4°S 175.8°E﻿ / -47.4; 175.8,152,94,"Total: Southwestern Australia, Stewart IslandPartial: Indonesia, Australia, Antarctica, Oceania",,[a][11]
"June 11, 2067",20:42:26,138,Annular,−0.0387,0.967,4:05,21°00′N 130°12′W﻿ / ﻿21.0°N 130.2°W﻿ / 21.0; -130.2,119,74,"Annular: Kiribati, Ecuador, Peru, Southern Colombia, Western BrazilPartial: Oceania, Hawaii, Southern North America, Central America, Caribbean, Western South America",,[a][11]
"December 6, 2067",14:03:43,143,Hybrid,0.2845,1.0011,0:08,6°00′S 32°24′W﻿ / ﻿6.0°S 32.4°W﻿ / -6.0; -32.4,4,2.5,"Total: BrazilAnnular: Southeastern Mexico, Guatemala, Belize, Honduras, Nicaragua, Colombia, Venezuela, Brazil, Guyana, Nigeria, Cameroon, Chad, Sudan
Partial: Eastern North America, Central America, Caribbean, Northern and Central South America, Southern Europe, Africa",,[a][11]
"May 31, 2068",03:56:39,148,Total,−0.797,1.011,1:06,31°00′S 123°12′E﻿ / ﻿31.0°S 123.2°E﻿ / -31.0; 123.2,63,39,"Total: Australia, New ZealandPartial: Australia, Indonesia, Antarctica, Western Oceania",,[a][11]
"November 24, 2068",21:32:30,153,Partial,1.0299,0.9109,—,68°30′N 131°06′W﻿ / ﻿68.5°N 131.1°W﻿ / 68.5; -131.1,—,—,"Partial: Russian Far East, North America",,[a][11]
"April 21, 2069",10:11:09,120,Partial,1.0624,0.8992,—,71°00′N 101°18′W﻿ / ﻿71.0°N 101.3°W﻿ / 71.0; -101.3,—,—,"Partial: Eastern Canada, Greenland, Europe, North Asia",,[a][11]
"May 20, 2069",17:53:18,158,Partial,−1.4852,0.0879,—,68°48′S 69°54′W﻿ / ﻿68.8°S 69.9°W﻿ / -68.8; -69.9,—,—,"Partial: Antarctic Peninsula, Extreme Southern Chile and Argentina",,[a][11]
"October 15, 2069",04:19:56,125,Partial,−1.2524,0.5298,—,71°36′S 5°30′W﻿ / ﻿71.6°S 5.5°W﻿ / -71.6; -5.5,—,—,Partial: Antarctica,,[a][11]
"April 11, 2070",02:36:09,130,Total,0.3652,1.0472,4:04,29°06′N 135°06′E﻿ / ﻿29.1°N 135.1°E﻿ / 29.1; 135.1,168,104,"Total: Sri Lanka, Andaman and Nicobar Islands, Myanmar, Thailand, Cambodia, Laos, Vietnam, Southern Taiwan, Nanpō IslandsPartial: Asia, Alaska, Hawaii, Western Canada",,[a][11]
"October 4, 2070",07:08:57,135,Annular,−0.495,0.9731,2:44,32°48′S 60°24′E﻿ / ﻿32.8°S 60.4°E﻿ / -32.8; 60.4,110,68,"Annular: Angola, Zambia, Zimbabwe, Mozambique, MadagascarPartial: Central Africa, Southern Africa, East Africa, Antarctica, Australia",,[a][11]
"March 31, 2071",15:01:06,140,Annular,−0.3739,0.9919,0:52,16°42′S 37°00′W﻿ / ﻿16.7°S 37.0°W﻿ / -16.7; -37.0,31,19,"Annular: Chile, Argentina, Brazil, Congo, Democratic Republic of the CongoPartial: South America, Antarctica, Africa",,[a][12]
"September 23, 2071",17:20:28,145,Total,0.262,1.0333,3:11,14°12′N 76°42′W﻿ / ﻿14.2°N 76.7°W﻿ / 14.2; -76.7,116,72,"Total: Northern Mexico, Northern Colombia, Venezuela, Guyana, Northern Brazil, Suriname, French GuianaPartial: Hawaii, North America, Central America, Caribbean, Northern and Central South America, West Africa",,[a][12]
"March 19, 2072",20:10:31,150,Partial,−1.1405,0.7199,—,72°12′S 30°24′W﻿ / ﻿72.2°S 30.4°W﻿ / -72.2; -30.4,—,—,"Partial: Antarctica, Southern South America",,[a][12]
"September 12, 2072",08:59:20,155,Total,0.9655,1.0558,3:13,69°48′N 102°00′E﻿ / ﻿69.8°N 102.0°E﻿ / 69.8; 102.0,732,455,"Total: Northern and Eastern RussiaPartial: Greenland, Europe, Asia",,[a][12]
"February 7, 2073",01:55:59,122,Partial,1.1651,0.6768,—,70°30′N 114°54′E﻿ / ﻿70.5°N 114.9°E﻿ / 70.5; 114.9,—,—,"Partial: East Asia, Northeast Asia, Western Alaska",,[a][12]
"August 3, 2073",17:15:23,127,Total,−0.8763,1.0294,2:29,43°12′S 89°24′W﻿ / ﻿43.2°S 89.4°W﻿ / -43.2; -89.4,206,128,"Total: Southern Chile and ArgentinaPartial: Central and Southern South America, Antarctic Peninsula",,[a][12]
"January 27, 2074",06:44:15,132,Annular,0.4251,0.9798,2:21,6°36′N 78°48′E﻿ / ﻿6.6°N 78.8°E﻿ / 6.6; 78.8,79,49,"Annular: Eastern Chad, Sudan, Northern South Sudan, Ethiopia, Somalia, Maldives, Sri Lanka, Andaman and Nicobar Islands, Myanmar, Thailand, Laos, Vietnam, Southeastern China, Southwestern JapanPartial: Central Africa, East Africa, Eastern Europe, Asia",,[a][12]
"July 24, 2074",03:10:32,137,Annular,−0.1242,0.9838,1:57,12°48′N 133°42′E﻿ / ﻿12.8°N 133.7°E﻿ / 12.8; 133.7,58,36,"Annular: Maldives, Andaman and Nicobar Islands, Thailand, Cambodia, Vietnam, Philippines, Micronesia, TuvaluPartial: South Asia, Southeast Asia, East Asia, Northern Australia, Oceania",,[a][12]
"January 16, 2075",18:36:04,142,Total,−0.2799,1.0311,2:42,37°12′S 94°06′W﻿ / ﻿37.2°S 94.1°W﻿ / -37.2; -94.1,110,68,"Total: Chile, Argentina, Paraguay, BrazilPartial: Oceania, Antarctica, South America",,[a][12]
"July 13, 2075",06:05:44,147,Annular,0.6583,0.9467,4:45,63°06′N 95°12′E﻿ / ﻿63.1°N 95.2°E﻿ / 63.1; 95.2,262,163,"Annular: Eastern Spain, France, Monaco, Italy, San Marino, Austria, Slovenia, Croatia, Bosnia and Herzegovina, Hungary, Slovakia, Czech Republic, Northwestern Romania, Poland, Ukraine, Belarus, RussiaPartial: Europe, North Africa, Greenland, Northern Canada, Alaska, Asia",,[a][12]
"January 6, 2076",10:07:27,152,Total,−0.9373,1.0342,1:49,87°12′S 173°42′W﻿ / ﻿87.2°S 173.7°W﻿ / -87.2; -173.7,340,210,"Total: AntarcticaPartial: Southern South America, Antarctica, Southwestern Australia",,[a][12]
"June 1, 2076",17:31:22,119,Partial,−1.3897,0.2897,—,64°24′S 51°12′W﻿ / ﻿64.4°S 51.2°W﻿ / -64.4; -51.2,—,—,"Partial: Southern South America, Antarctic Peninsula",,[a][12]
"July 1, 2076",06:50:43,157,Partial,1.4005,0.2746,—,67°00′N 98°06′W﻿ / ﻿67.0°N 98.1°W﻿ / 67.0; -98.1,—,—,"Partial: Greenland, Northern Canada, Alaska, Russian Far East",,[a][12]
"November 26, 2076",11:43:01,124,Partial,1.1401,0.7315,—,63°42′N 40°06′E﻿ / ﻿63.7°N 40.1°E﻿ / 63.7; 40.1,—,—,"Partial: Africa, Europe, west Asia",,[a][12]
"May 22, 2077",02:46:05,129,Total,−0.5725,1.029,2:54,13°06′S 148°18′E﻿ / ﻿13.1°S 148.3°E﻿ / -13.1; 148.3,119,74,"Total: Australia, Papua New Guinea, Solomon IslandsPartial: Australia, Indonesia, Antarctica, Oceania",,[a][12]
"November 15, 2077",17:07:56,134,Annular,0.4705,0.9371,7:54,7°48′N 70°48′W﻿ / ﻿7.8°N 70.8°W﻿ / 7.8; -70.8,262,163,"Annular: Oregon, Washington, California, Idaho, Nevada, Utah, Colorado, Arizona, New Mexico, Texas, Yucatán Peninsula, Cuba, Colombia, Venezuela, Brazil, Guyana, Suriname, French GuianaPartial: North America, Central America, the Caribbean, South America, West Africa",,[a][12]
"May 11, 2078",17:56:55,139,Total,0.1838,1.0701,5:40,28°06′N 93°42′W﻿ / ﻿28.1°N 93.7°W﻿ / 28.1; -93.7,232,144,"Total: Kiribati, Mexico, Texas, Louisiana, Mississippi, Alabama, Florida, Georgia, South Carolina, North Carolina, Virginia, Eastern Canary IslandsPartial: Oceania, North America, Central America, Caribbean, Northern South America, Western Europe, Northwest Africa",,[a][12]
