Date,Time ofgreatest eclipse(Terrestrial Time),Saros,Type,Gamma,Magnitude,Centralduration(min:s),Location,Path width...9,Path width...10,Geographical area
2001-06-21,12:04:46,127,Total,−0.5701,1.0495,4:57,".mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct,.mw-parser-output .geo-inline-hidden{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}11°18′S 2°42′E﻿ / ﻿11.3°S 2.7°E﻿ / -11.3; 2.7",200,120,"Total: Angola, Zambia, Zimbabwe, Mozambique and MadagascarPartial: Eastern South America, Africa"
2001-12-14,20:53:01,132,Annular,0.4089,0.9681,3:53,0°36′N 130°42′W﻿ / ﻿0.6°N 130.7°W﻿ / 0.6; -130.7,126,78,"Annular: Nicaragua and Costa RicaPartial: North and Central America, northwestern South America, Hawaii"
2002-06-10,23:45:22,137,Annular,0.1993,0.9962,0:23,34°30′N 178°36′W﻿ / ﻿34.5°N 178.6°W﻿ / 34.5; -178.6,13,8.1,"Annular: Indonesia, Kayangel Atoll, the Northern Mariana Islands, Jalisco, MexicoPartial: Eastern Asia, Northeastern Australia, North America, Hawaii"
2002-12-04,07:32:16,142,Total,−0.302,1.0244,2:04,39°30′S 59°36′E﻿ / ﻿39.5°S 59.6°E﻿ / -39.5; 59.6,87,54,"Total: Angola, Botswana, Zimbabwe, South Africa, Mozambique and South AustraliaPartial: Africa, Antarctica, Indonesia, Australia"
2003-05-31,04:09:22,147,Annular,0.996,0.9384,3:37,66°36′N 24°30′W﻿ / ﻿66.6°N 24.5°W﻿ / 66.6; -24.5,—,—,"Annular: Greenland, Iceland, northeastern Scotland, Faroe Islands, Shetland IslandsPartial: Eastern Europe, North Asia, West Asia, Middle East, Alaska, Greenland, northwestern Canada"
2003-11-23,22:50:22,152,Total,−0.9638,1.0379,1:57,72°42′S 88°24′E﻿ / ﻿72.7°S 88.4°E﻿ / -72.7; 88.4,495,308,"Total: East AntarcticaPartial: Australia, New Zealand, Antarctica, southern Chile and Argentina"
2004-04-19,13:35:05,119,Partial,−1.1335,0.7367,—,61°36′S 44°18′E﻿ / ﻿61.6°S 44.3°E﻿ / -61.6; 44.3,—,—,"Partial: Antarctica, Southern Africa"
2004-10-14,03:00:23,124,Partial,1.0348,0.9282,—,61°12′N 153°42′W﻿ / ﻿61.2°N 153.7°W﻿ / 61.2; -153.7,—,—,"Partial: Eastern Russia, Mongolia, northeastern China, Korea, Japan, Hawaii, western Alaska"
2005-04-08,20:36:51,129,Hybrid,−0.3473,1.0074,0:42,10°36′S 119°00′W﻿ / ﻿10.6°S 119.0°W﻿ / -10.6; -119.0,27,17,"Total: NoneAnnular: Bounty Islands, Southeastern French Polynesia, Panama, Colombia, VenezuelaPartial: New Zealand, Oceania, West Antarctica, Mexico, Central America, Caribbean, Western South America"
2005-10-03,10:32:47,134,Annular,0.3306,0.9576,4:32,12°54′N 28°42′E﻿ / ﻿12.9°N 28.7°E﻿ / 12.9; 28.7,162,101,"Annular: Portugal, Spain, Algeria, Tunisia, Libya, Chad, Sudan, Ethiopia, Kenya and SomaliaPartial: Europe, Africa, Middle East, South Asia"
2006-03-29,10:12:23,139,Total,0.3843,1.0515,4:07,23°12′N 16°42′E﻿ / ﻿23.2°N 16.7°E﻿ / 23.2; 16.7,184,114,"Total: Brazil, Ghana, Togo, Benin, Nigeria, Niger, Libya, northwest Egypt, Turkey, Georgia, southwestern Russia and KazakhstanPartial: Eastern South America, North Africa, Central Africa, Europe, Middle East, Central Asia, South Asia"
2006-09-22,11:41:16,144,Annular,−0.4062,0.9352,7:09,20°36′S 9°06′W﻿ / ﻿20.6°S 9.1°W﻿ / -20.6; -9.1,261,162,"Annular: Guyana, Suriname and French GuianaPartial: South America, West Africa, Southern Africa, Antarctic Peninsula, East Antarctica"
2007-03-19,02:32:57,149,Partial,1.0728,0.8756,—,61°00′N 55°30′E﻿ / ﻿61.0°N 55.5°E﻿ / 61.0; 55.5,—,—,"Partial: Northeastern Europe, Asia, Alaska"
2007-09-11,12:32:24,154,Partial,−1.1255,0.7507,—,61°00′S 90°12′W﻿ / ﻿61.0°S 90.2°W﻿ / -61.0; -90.2,—,—,"Partial: Central and Southern South America, Antarctic Peninsula, East Antarctica"
2008-02-07,03:56:10,121,Annular,−0.957,0.965,2:12,67°36′S 150°30′W﻿ / ﻿67.6°S 150.5°W﻿ / -67.6; -150.5,444,276,"Annular: West AntarcticaPartial: Antarctica, Southeastern Australia, New Zealand, Oceania"
2008-08-01,10:22:12,126,Total,0.8307,1.0394,2:27,65°42′N 72°18′E﻿ / ﻿65.7°N 72.3°E﻿ / 65.7; 72.3,237,147,"Total: Nunavut, Northern Greenland, Central Russia, Western Mongolia, Western ChinaPartial: Northern Canada, Greenland, Europe, Asia"
2009-01-26,07:59:45,131,Annular,−0.282,0.9282,7:54,34°06′S 70°12′E﻿ / ﻿34.1°S 70.2°E﻿ / -34.1; 70.2,280,170,"Annular: Cocos Islands, Southern Sumatra, Western Java, BorneoPartial: Southern Africa, East Antarctica, Southeast Asia, Philippines, Australia"
2009-07-22,02:36:25,136,Total,0.0698,1.0799,6:39,24°12′N 144°06′E﻿ / ﻿24.2°N 144.1°E﻿ / 24.2; 144.1,258,160,"Total: Pakistan, India, Nepal, Bhutan, Bangladesh, Myanmar, China, Northern Ryukyu IslandsPartial: Southeast Asia, East Asia, Northern Oceania, Hawaii"
2010-01-15,07:07:39,141,Annular,0.4002,0.919,11:08,1°36′N 69°18′E﻿ / ﻿1.6°N 69.3°E﻿ / 1.6; 69.3,333,207,"Annular: Central African Republic, Democratic Republic of the Congo, Uganda, Maldives, southeastern India, Pakistan,  Sri Lanka, Myanmar, central ChinaPartial: Africa, Southeastern Europe, Middle East, Asia"
2010-07-11,19:34:38,146,Total,−0.6788,1.058,5:20,19°42′S 121°54′W﻿ / ﻿19.7°S 121.9°W﻿ / -19.7; -121.9,259,161,"Total: Southern Chile and Argentina, Southeastern PolynesiaPartial: Southwestern South America, French Polynesia, Hawaii"
2011-01-04,08:51:42,151,Partial,1.0627,0.8576,—,64°42′N 20°48′E﻿ / ﻿64.7°N 20.8°E﻿ / 64.7; 20.8,—,—,"Partial: Europe, Northern Africa, Central Asia, Middle East"
2011-06-01,21:17:18,118,Partial,1.213,0.601,—,67°48′N 46°48′E﻿ / ﻿67.8°N 46.8°E﻿ / 67.8; 46.8,—,—,"Partial: Northeast Asia, Alaska, Northern Canada, Greenland, Northern Scandinavia, Iceland"
2011-07-01,08:39:30,156,Partial,−1.4917,0.0971,—,65°12′S 28°36′E﻿ / ﻿65.2°S 28.6°E﻿ / -65.2; 28.6,—,—,Partial: Southern Indian Ocean near Antarctica
2011-11-25,06:21:24,123,Partial,−1.0536,0.9047,—,68°36′S 82°24′W﻿ / ﻿68.6°S 82.4°W﻿ / -68.6; -82.4,—,—,"Partial: Southwestern South Africa, Antarctica, Tasmania, New Zealand"
2012-05-20,23:53:54,128,Annular,0.4828,0.9439,5:46,49°06′N 176°18′E﻿ / ﻿49.1°N 176.3°E﻿ / 49.1; 176.3,237,147,"Annular: Southern China, Hong Kong, Macau, Japan, Oregon, California, Nevada,  Utah, Arizona, New Mexico, TexasPartial: East Asia, Hawaii, Western North America"
2012-11-13,22:12:55,133,Total,−0.3719,1.05,4:02,40°00′S 161°18′W﻿ / ﻿40.0°S 161.3°W﻿ / -40.0; -161.3,179,111,"Total: Northern AustraliaPartial: Australia, New Zealand, Oceania, West Antarctica, Antarctic Peninsula, Southern South America"
2013-05-10,00:26:20,138,Annular,−0.2694,0.9544,6:03,2°12′N 175°30′E﻿ / ﻿2.2°N 175.5°E﻿ / 2.2; 175.5,173,107,"Annular: Western Australia, Northern Territory and Queensland, Australia,  Louisiade Archipelago, Solomon Islands, KiribatiPartial: Indonesia, Australia, New Zealand, Oceania, Hawaii"
2013-11-03,12:47:36,143,Hybrid,0.3272,1.0159,1:40,3°30′N 11°42′W﻿ / ﻿3.5°N 11.7°W﻿ / 3.5; -11.7,58,36,"Total: Gabon, Republic of the Congo, Democratic Republic of the Congo, Uganda, Kenya, EthiopiaPartial: Eastern North America, Caribbean, Eastern South America, Southern Europe, Africa, Middle East"
2014-04-29,06:04:33,148,Annular (non-central),−1.00001,0.9868,—,70°36′S 131°18′E﻿ / ﻿70.6°S 131.3°E﻿ / -70.6; 131.3,—,—,"Annular: Western Wilkes LandPartial: Australia, East Antarctica"
2014-10-23,21:45:39,153,Partial,1.0908,0.8114,—,71°12′N 97°12′W﻿ / ﻿71.2°N 97.2°W﻿ / 71.2; -97.2,—,—,Partial: Eastern Russia and North America
2015-03-20,09:46:47,120,Total,0.9454,1.0445,2:47,64°24′N 6°36′W﻿ / ﻿64.4°N 6.6°W﻿ / 64.4; -6.6,463,288,"Total: Faroe Islands, Svalbard, North PolePartial: Greenland, Europe, North Africa, Central Asia, Western Russia"
2015-09-13,06:55:19,125,Partial,−1.1004,0.7875,—,72°06′S 2°18′W﻿ / ﻿72.1°S 2.3°W﻿ / -72.1; -2.3,—,—,"Partial: Southern Africa, East Antarctica"
2016-03-09,01:58:19,130,Total,0.2609,1.045,4:09,10°06′N 148°48′E﻿ / ﻿10.1°N 148.8°E﻿ / 10.1; 148.8,155,96,"Total: Indonesia, Micronesia, Marshall IslandsPartial: Southeast Asia, East Asia, Alaska, Northwestern Australia, Hawaii"
2016-09-01,09:08:02,135,Annular,−0.333,0.9736,3:06,10°42′S 37°48′E﻿ / ﻿10.7°S 37.8°E﻿ / -10.7; 37.8,100,62,"Annular: Gabon, Congo, Democratic Republic of the Congo, Tanzania, Mozambique, Madagascar, RéunionPartial: Africa, Antarctica"
2017-02-26,14:54:33,140,Annular,−0.4578,0.9922,0:44,34°42′S 31°12′W﻿ / ﻿34.7°S 31.2°W﻿ / -34.7; -31.2,31,19,"Annular: Southern Chile and Argentina, Angola, Southwestern KatangaPartial: Southern South America, Southern and Western Africa, Antarctica"
2017-08-21,18:26:40,145,Total,0.4367,1.0306,2:40,37°00′N 87°42′W﻿ / ﻿37.0°N 87.7°W﻿ / 37.0; -87.7,115,71,"Total: Oregon, Idaho, Wyoming, Nebraska, Kansas, Missouri, Illinois, Kentucky, Tennessee, North Carolina, Georgia, South Carolina, Virginia, WisconsinPartial: Northeast Asia, Hawaii, North America, Central America, Caribbean, Northern South America, Western Europe, West Africa"
2018-02-15,20:52:33,150,Partial,−1.2116,0.5991,—,71°00′S 0°36′E﻿ / ﻿71.0°S 0.6°E﻿ / -71.0; 0.6,—,—,"Partial: Antarctica, Southern South America"
2018-07-13,03:02:16,117,Partial,−1.3542,0.3365,—,67°54′S 127°24′E﻿ / ﻿67.9°S 127.4°E﻿ / -67.9; 127.4,—,—,"Partial: Antarctica, Southern Australia, Tasmania, Stewart Island"
2018-08-11,09:47:28,155,Partial,1.1476,0.7368,—,70°24′N 174°30′E﻿ / ﻿70.4°N 174.5°E﻿ / 70.4; 174.5,—,—,"Partial: Northeastern Canada, Greenland, Northern Europe, Northern Asia"
2019-01-06,01:42:38,122,Partial,1.1417,0.7145,—,67°24′N 153°36′E﻿ / ﻿67.4°N 153.6°E﻿ / 67.4; 153.6,—,—,"Partial: Northeast Asia, Southwestern Alaska"
2019-07-02,19:24:08,127,Total,−0.6466,1.0459,4:33,17°24′S 109°00′W﻿ / ﻿17.4°S 109.0°W﻿ / -17.4; -109.0,201,125,"Total: Pitcairn Islands, Tuamotu Archipelago, Central Chile and ArgentinaPartial: Eastern Oceania, South America, Southern Central America"
2019-12-26,05:18:53,132,Annular,0.4135,0.9701,3:40,1°00′N 102°18′E﻿ / ﻿1.0°N 102.3°E﻿ / 1.0; 102.3,118,73,"Annular: Saudi Arabia, Qatar, United Arab Emirates, Oman, Southern India, Sri Lanka, Malaysia, Indonesia, Singapore, Northern Mariana Islands, GuamPartial: East Africa, Asia, Northern Australia"
2020-06-21,06:41:15,137,Annular,0.1209,0.994,0:38,30°30′N 79°42′E﻿ / ﻿30.5°N 79.7°E﻿ / 30.5; 79.7,21,13,"Annular: Democratic Republic of the Congo, South Sudan, Ethiopia, Eritrea, Yemen, Saudi Arabia, Oman, Pakistan, Northern India, Tibet, southern China, TaiwanPartial: Africa, Southeast Europe, Asia, Northern Australia"
2020-12-14,16:14:39,142,Total,−0.2939,1.0254,2:10,40°18′S 67°54′W﻿ / ﻿40.3°S 67.9°W﻿ / -40.3; -67.9,90,56,"Total: Southern Chile and ArgentinaPartial: Central and Southern South America, Southern Africa, Antarctica"
2021-06-10,10:43:07,147,Annular,0.9152,0.9435,3:51,80°48′N 66°48′W﻿ / ﻿80.8°N 66.8°W﻿ / 80.8; -66.8,527,327,"Annular: Ontario, Nunavut, Greenland, North Pole, Russian Far EastPartial: Northern North America, Europe, North Asia"
2021-12-04,07:34:38,152,Total,−0.9526,1.0367,1:54,76°48′S 46°12′W﻿ / ﻿76.8°S 46.2°W﻿ / -76.8; -46.2,419,260,"Total: AntarcticaPartial: Southern Africa, Antarctica, Tasmania"
2022-04-30,20:42:36,119,Partial,−1.1901,0.6396,—,62°06′S 71°30′W﻿ / ﻿62.1°S 71.5°W﻿ / -62.1; -71.5,—,—,"Partial: Southern and Central South America, Antarctica"
2022-10-25,11:01:20,124,Partial,1.0701,0.8623,—,61°36′N 77°24′E﻿ / ﻿61.6°N 77.4°E﻿ / 61.6; 77.4,—,—,"Partial: Europe, Central Asia, West Asia, South Asia, Northeast Africa"
2023-04-20,04:17:56,129,Hybrid,−0.3952,1.0132,1:16,9°36′S 125°48′E﻿ / ﻿9.6°S 125.8°E﻿ / -9.6; 125.8,49,30,"Total: Western Australia, East Timor, IndonesiaPartial: Antarctica, Australia, Oceania, Southeast Asia"
2023-10-14,18:00:41,134,Annular,0.3753,0.952,5:17,11°24′N 83°06′W﻿ / ﻿11.4°N 83.1°W﻿ / 11.4; -83.1,187,116,"Annular: Oregon, California, Nevada, Idaho, Utah, Arizona, Colorado, New Mexico, Texas, Yucatán Peninsula, Belize, Honduras, Nicaragua, Costa Rica, Panama, Colombia, BrazilPartial: North America, Central America, Caribbean, South America"
2024-04-08,18:18:29,139,Total,0.3431,1.0566,4:28,25°18′N 104°06′W﻿ / ﻿25.3°N 104.1°W﻿ / 25.3; -104.1,198,123,"Total: Mexico, Texas, Oklahoma, Arkansas, Missouri, Illinois, Indiana, Ohio, Pennsylvania, New York, Vermont, New Hampshire, Maine, Eastern CanadaPartial: Eastern Oceania, Hawaii, North America, Central America, Caribbean, Iceland, British Isles"
2024-10-02,18:46:13,144,Annular,−0.3509,0.9326,7:25,22°00′S 114°30′W﻿ / ﻿22.0°S 114.5°W﻿ / -22.0; -114.5,266,165,"Annular: Easter Island, Southern Chile, Southern ArgentinaPartial: Hawaii, Eastern Oceania, Southern and Central South America, Antarctica"
2025-03-29,10:48:36,149,Partial,1.0405,0.9376,—,61°06′N 77°06′W﻿ / ﻿61.1°N 77.1°W﻿ / 61.1; -77.1,—,—,"Partial: Northeastern United States, Eastern Canada, Greenland, Europe, Northwest Africa, Northern Russia"
2025-09-21,19:43:04,154,Partial,−1.0651,0.855,—,60°54′S 153°30′E﻿ / ﻿60.9°S 153.5°E﻿ / -60.9; 153.5,—,—,"Partial: Oceania, New Zealand, Antarctica"
2026-02-17,12:13:06,121,Annular,−0.9743,0.963,2:20,64°42′S 86°48′E﻿ / ﻿64.7°S 86.8°E﻿ / -64.7; 86.8,616,383,"Annular: AntarcticaPartial: Southern Argentina and Chile, Southern Africa, Antarctica"
2026-08-12,17:47:06,126,Total,0.8977,1.0386,2:18,65°12′N 25°12′W﻿ / ﻿65.2°N 25.2°W﻿ / 65.2; -25.2,294,183,"Total: Greenland, Iceland, Spain, Northeastern PortugalPartial: Northern North America, Europe, West Africa"
2027-02-06,16:00:48,131,Annular,−0.2952,0.9281,7:51,31°18′S 48°30′W﻿ / ﻿31.3°S 48.5°W﻿ / -31.3; -48.5,282,175,"Annular: Chile, Argentina, AtlanticPartial: South America, Antarctica, West and South Africa"
2027-08-02,10:07:50,136,Total,0.1421,1.079,6:23,25°30′N 33°12′E﻿ / ﻿25.5°N 33.2°E﻿ / 25.5; 33.2,258,160,"Total: Morocco, Spain, Algeria, Tunisia, Libya, Egypt, Saudi Arabia, Yemen, SomaliaPartial: Africa, Europe, Middle East, South Asia, Southeast Asia"
2028-01-26,15:08:59,141,Annular,0.3901,0.9208,10:27,3°00′N 51°30′W﻿ / ﻿3.0°N 51.5°W﻿ / 3.0; -51.5,323,201,"Annular: Ecuador, Peru, Colombia, Brazil, French Guiana, Portugal, SpainPartial: Central and Northern South America, Central America, Caribbean, Eastern North America, Western Europe, West Africa"
2028-07-22,02:56:40,146,Total,−0.6056,1.056,5:10,15°36′S 126°42′E﻿ / ﻿15.6°S 126.7°E﻿ / -15.6; 126.7,230,140,"Total: Australia, New ZealandPartial: Southeast Asia, Australia, Oceania"
2029-01-14,17:13:48,151,Partial,1.0553,0.8714,—,63°42′N 114°12′W﻿ / ﻿63.7°N 114.2°W﻿ / 63.7; -114.2,—,—,"Partial: North America, Central America"
2029-06-12,04:06:13,118,Partial,1.2943,0.4576,—,66°48′N 66°12′W﻿ / ﻿66.8°N 66.2°W﻿ / 66.8; -66.2,—,—,"Partial: Northern and Central Europe, Northern Russia, Greenland, Alaska, Northwestern Canada"
2029-07-11,15:37:19,156,Partial,−1.4191,0.2303,—,64°18′S 85°36′W﻿ / ﻿64.3°S 85.6°W﻿ / -64.3; -85.6,—,—,Partial: Southern Chile and Argentina
2029-12-05,15:03:58,123,Partial,−1.0609,0.8911,—,67°30′S 135°42′E﻿ / ﻿67.5°S 135.7°E﻿ / -67.5; 135.7,—,—,"Partial: Extreme Southern Argentina and Chile, Antarctica"
2030-06-01,06:29:13,128,Annular,0.5626,0.9443,5:21,56°30′N 80°06′E﻿ / ﻿56.5°N 80.1°E﻿ / 56.5; 80.1,250,160,"Annular: Algeria, Tunisia, Libya, Malta, Greece, Turkey, Bulgaria, Ukraine, Russia, Kazakhstan, China, JapanPartial: North Africa, Europe, Asia, Alaska, Northern Canada"
2030-11-25,06:51:37,133,Total,−0.3867,1.0468,3:44,43°36′S 71°12′E﻿ / ﻿43.6°S 71.2°E﻿ / -43.6; 71.2,169,105,"Total: Namibia, Botswana, South Africa, Lesotho, AustraliaPartial: Central Africa, Southern Africa, Antarctica, Australia, Indonesia"
2031-05-21,07:16:04,138,Annular,−0.197,0.9589,5:26,8°54′N 71°42′E﻿ / ﻿8.9°N 71.7°E﻿ / 8.9; 71.7,152,94,"Annular: Angola, Zambia, Democratic Republic of the Congo, Tanzania, India, Sri Lanka, Andaman and Nicobar Islands, Thailand, Malaysia, IndonesiaPartial: Africa, Middle East, South Asia, Southeast Asia, Australia"
2031-11-14,21:07:31,143,Hybrid,0.3078,1.0106,1:08,0°36′S 137°36′W﻿ / ﻿0.6°S 137.6°W﻿ / -0.6; -137.6,38,24,"Annular: PanamaPartial: Oceania, Hawaii, Southern North America, Central America, Caribbean, Northwestern South America"
2032-05-09,13:26:42,148,Annular,−0.9375,0.9957,0:22,51°18′S 7°06′W﻿ / ﻿51.3°S 7.1°W﻿ / -51.3; -7.1,44,27,"Annular: NonePartial: Southern South America, Southern Africa"
2032-11-03,05:34:13,153,Partial,1.0643,0.8554,—,70°24′N 132°36′E﻿ / ﻿70.4°N 132.6°E﻿ / 70.4; 132.6,—,—,"Partial: Asia, Eastern Europe"
2033-03-30,18:02:36,120,Total,0.9778,1.0462,2:37,71°18′N 155°48′W﻿ / ﻿71.3°N 155.8°W﻿ / 71.3; -155.8,781,485,"Total: Russian Far East, AlaskaPartial: Eastern Russia, Hawaii, North America, Greenland, Iceland"
2033-09-23,13:54:31,125,Partial,−1.1583,0.689,—,72°12′S 121°12′W﻿ / ﻿72.2°S 121.2°W﻿ / -72.2; -121.2,—,—,"Partial: Southern South America, Antarctica"
2034-03-20,10:18:45,130,Total,0.2894,1.0458,4:09,16°06′N 22°12′E﻿ / ﻿16.1°N 22.2°E﻿ / 16.1; 22.2,159,99,"Total: Nigeria, Cameroon, Chad, Sudan, Egypt, Saudi Arabia, Kuwait, Iran, Afghanistan, Pakistan, India, ChinaPartial: Eastern Brazil, Africa, Europe, Middle East, Central Asia, South Asia"
2034-09-12,16:19:28,135,Annular,−0.3936,0.9736,2:58,18°12′S 72°36′W﻿ / ﻿18.2°S 72.6°W﻿ / -18.2; -72.6,102,63,"Annular: Chile, Bolivia, Argentina, Paraguay, BrazilPartial: Central America, Caribbean, South America, Antarctica"
2035-03-09,23:05:54,140,Annular,−0.4368,0.9919,0:48,29°00′S 154°54′W﻿ / ﻿29.0°S 154.9°W﻿ / -29.0; -154.9,31,19,"Annular: New ZealandPartial: Australia, Oceania, Antarctica, Central Mexico"
2035-09-02,01:56:46,145,Total,0.3727,1.032,2:54,29°06′N 158°00′E﻿ / ﻿29.1°N 158.0°E﻿ / 29.1; 158.0,116,72,"Total: Northern China, North Korea, JapanPartial: Asia, Northern Oceania, Hawaii, Alaska, Western United States"
2036-02-27,04:46:49,150,Partial,−1.1942,0.6286,—,71°36′S 131°24′W﻿ / ﻿71.6°S 131.4°W﻿ / -71.6; -131.4,—,—,"Partial: Antarctica, Southeastern Australia, New Zealand"
2036-07-23,10:32:06,117,Partial,−1.425,0.1991,—,68°54′S 3°36′E﻿ / ﻿68.9°S 3.6°E﻿ / -68.9; 3.6,—,—,Partial: Northern East Antarctica
2036-08-21,17:25:45,155,Partial,1.0825,0.8622,—,71°06′N 47°00′E﻿ / ﻿71.1°N 47.0°E﻿ / 71.1; 47.0,—,—,"Partial: Russian Far East, Alaska, Canada, Greenland, Western Europe, Northwest Africa"
2037-01-16,09:48:55,122,Partial,1.1477,0.7049,—,68°30′N 20°48′E﻿ / ﻿68.5°N 20.8°E﻿ / 68.5; 20.8,—,—,"Partial: Europe, North Africa, the Middle East, Central Asia"
2037-07-13,02:40:36,127,Total,−0.7246,1.0413,3:58,24°48′S 139°06′E﻿ / ﻿24.8°S 139.1°E﻿ / -24.8; 139.1,201,125,"Total: Australia and New ZealandPartial: Indonesia, Australia, Oceania"
2038-01-05,13:47:11,132,Annular,0.4169,0.9728,3:18,2°06′N 25°24′W﻿ / ﻿2.1°N 25.4°W﻿ / 2.1; -25.4,107,66,"Annular: Cuba, Haiti, Dominican Republic, Saint Lucia, Saint Vincent and the Grenadines, Barbados, Liberia, Côte d'Ivoire, Ghana, Togo, Benin, Nigeria, Niger, Chad, Libya, Sudan, EgyptPartial: Eastern North America, Central America, Caribbean, Northern South America, Europe, Africa"
2038-07-02,13:32:55,137,Annular,0.0398,0.9911,1:00,25°24′N 21°54′W﻿ / ﻿25.4°N 21.9°W﻿ / 25.4; -21.9,31,19,"Annular: Colombia, Venezuela, Grenada, Barbados, Western Sahara, Mauritania, Mali, Algeria, Niger, Chad, Sudan, South Sudan, Ethiopia, Kenya, SomaliaPartial: Eastern North America, Central America, Caribbean, Northern South America, Africa, Western Europe, Middle East"
2038-12-26,01:00:10,142,Total,−0.2881,1.0268,2:18,40°18′S 164°00′E﻿ / ﻿40.3°S 164.0°E﻿ / -40.3; 164.0,95,59,"Total: Australia, New ZealandPartial: Southeast Asia, Australia, Antarctica, Oceania"
2039-06-21,17:12:54,147,Annular,0.8312,0.9454,4:05,78°54′N 102°06′W﻿ / ﻿78.9°N 102.1°W﻿ / 78.9; -102.1,365,227,"Annular: Alaska, Northern Canada, Greenland, Norway, Sweden, Finland, Estonia, Latvia, Lithuania, Western Russia, BelarusPartial: Hawaii, North America, Europe, Northwest Africa, Northern Russia"
2039-12-15,16:23:46,152,Total,−0.9458,1.0356,1:51,80°54′S 172°48′E﻿ / ﻿80.9°S 172.8°E﻿ / -80.9; 172.8,380,240,"Total: AntarcticaPartial: Extreme Southern South America, Southern South Africa, Antarctica"
2040-05-11,03:43:02,119,Partial,−1.2529,0.5306,—,62°48′S 174°24′E﻿ / ﻿62.8°S 174.4°E﻿ / -62.8; 174.4,—,—,"Partial: Australia, New Zealand, Oceania, Antarctica"
2040-11-04,19:09:02,124,Partial,1.0993,0.8074,—,62°12′N 53°24′W﻿ / ﻿62.2°N 53.4°W﻿ / 62.2; -53.4,—,—,"Partial: North America, Central America, Caribbean, Northern South America"
2041-04-30,11:52:21,129,Total,−0.4492,1.0189,1:51,9°36′S 12°12′E﻿ / ﻿9.6°S 12.2°E﻿ / -9.6; 12.2,72,45,"Total: Angola, Democratic Republic of the Congo, Uganda, Kenya, SomaliaPartial: Eastern South America, Africa, Antarctica, Middle East, South Asia"
2041-10-25,01:36:22,134,Annular,0.4133,0.9467,6:07,9°54′N 162°54′E﻿ / ﻿9.9°N 162.9°E﻿ / 9.9; 162.9,213,132,"Annular: Mongolia, Northeastern China, North Korea, Japan, Marshall Islands, KiribatiPartial: East Asia, Southeast Asia, Northeastern Australia, Oceania, Hawaii"
2042-04-20,02:17:30,139,Total,0.2956,1.0614,4:51,27°00′N 137°18′E﻿ / ﻿27.0°N 137.3°E﻿ / 27.0; 137.3,210,130,"Total: Western Indonesia, Eastern Malaysia, Brunei, PhilippinesPartial: South Asia, Southeast Asia, Northern Australia, East Asia, Northeast Asia, Hawaii, Northwestern North America"
2042-10-14,02:00:42,144,Annular,−0.303,0.93,7:44,23°42′S 137°48′E﻿ / ﻿23.7°S 137.8°E﻿ / -23.7; 137.8,273,170,"Annular: Andaman and Nicobar Islands, Thailand, Malaysia, Indonesia, East Timor, Australia, New ZealandPartial: Southeast Asia, Australia, Oceania, Antarctica"
2043-04-09,18:57:49,149,Total (non-central),1.0031,1.0095,—,61°18′N 152°00′E﻿ / ﻿61.3°N 152.0°E﻿ / 61.3; 152.0,—,—,"Total: Russian Far EastPartial: Eastern Russia, Alaska, Hawaii, Canada, Northwestern United States, Greenland, Iceland"
2043-10-03,03:01:49,154,Annular (non-central),1.0102,0.9497,—,61°00′S 35°18′E﻿ / ﻿61.0°S 35.3°E﻿ / -61.0; 35.3,—,—,"Annular: NonePartial: Madagascar, Antarctica, Southwestern Australia"
2044-02-28,20:24:40,121,Annular,−0.9954,0.96,2:27,62°12′S 25°36′W﻿ / ﻿62.2°S 25.6°W﻿ / -62.2; -25.6,—,—,"Annular: NonePartial: Antarctica, South America"
2044-08-23,01:17:02,126,Total,0.9613,1.0364,2:04,64°18′N 120°24′W﻿ / ﻿64.3°N 120.4°W﻿ / 64.3; -120.4,453,281,"Total: Greenland, Nunavut, Northwest Territories, British Columbia, Alberta, Saskatchewan, Montana, North Dakota, South DakotaPartial: Northern Russia, Alaska, Western Canada, Western United States, Hawaii"
2045-02-16,23:56:07,131,Annular,−0.3125,0.9285,7:47,28°18′S 166°12′W﻿ / ﻿28.3°S 166.2°W﻿ / -28.3; -166.2,281,175,"Annular: New Zealand, Cook Islands, French Polynesia, KiribatiPartial: Australia, Antarctica, Oceania, Hawaii, Southwestern North America"
2045-08-12,17:42:39,136,Total,0.2116,1.0774,6:06,25°54′N 78°30′W﻿ / ﻿25.9°N 78.5°W﻿ / 25.9; -78.5,256,159,"Total: California, Nevada, Utah, Colorado, Kansas, Oklahoma, Texas, Arkansas, Louisiana, Mississippi, Alabama, Georgia, Florida, Bahamas, Turks and Caicos Islands, Dominican Republic, Haiti, Venezuela, Trinidad and Tobago, Guyana, Suriname, French Guiana, BrazilPartial: Russian Far East, Hawaii, North America, Central America, Caribbean, Northern and Central South America, West Africa"
